n,p,f,x,y,z,a1,a2,a3,a4,b1,b2,b3,b4,c1,c2,c3,c4,g1,g2,l1,l2,l3,l4,e1,e2,cent_price_cor,cent_trans_cor
680,0.6,0.3,10,24,7,1.1,0.28,2.5,0.23,2.1,0.25,2.4,0.27,4.4,0.22,1.4,0.23,0.028,1.4,0.176,1.4,0.081,1.7,1.5,0.7,-0.091,0.262
172,0.9,0.4,30,14,4,4.6,0.1,4.3,0.29,1.7,0.29,2.6,0.3,2.1,0.23,1.7,0.15,0.039,1.1,0.185,1.3,0.096,0.5,2.7,0.9,-0.095,0.343
892,0.7,0.4,30,20,10,2.9,0.11,1,0.23,2.1,0.29,5,0.18,1.3,0.13,4.9,0.23,0.143,1.4,0.098,1.9,0.018,1.1,1.8,1,-0.135,0.303
920,0.8,0.3,30,29,3,1.1,0.27,1.8,0.21,4.8,0.17,2.9,0.17,2.3,0.28,1,0.23,0.082,0.6,0.158,0.8,0.02,0.9,2.7,0.2,-0.089,0.191
894,0.9,0.5,17,21,7,3.7,0.24,2,0.12,1.7,0.16,4.7,0.14,3.4,0.26,2.7,0.13,0.111,1.9,0.12,1.1,0.007,1.5,1.2,2.8,-0.017,0.311
665,0.6,0.4,14,29,4,4.7,0.25,3,0.22,3.2,0.29,4.3,0.15,3.6,0.1,1.6,0.28,0.109,1.2,0.001,0.8,0.079,1.3,1.2,2,-0.292,0.438
655,0.6,0.3,24,28,10,3.8,0.18,3.9,0.2,4.6,0.14,2.5,0.13,1.4,0.26,2.3,0.12,0.05,0.7,0.027,1.6,0.019,1.2,0.3,1.6,-0.088,0.305
707,0.8,0.4,27,20,6,2.5,0.12,4.6,0.2,4.4,0.12,1.3,0.19,3.4,0.15,2.7,0.16,0.164,1.5,0.005,1,0.011,1.3,0.2,0.2,-0.241,0.369
127,0.5,0.3,14,29,1,1.2,0.24,3.1,0.24,1.2,0.17,1.9,0.12,2.2,0.19,1.6,0.29,0.194,0.6,0.125,1.9,0.053,1.5,2,2.4,-0.116,0.421
299,0.8,0.4,15,27,5,3.7,0.26,1.8,0.3,3.7,0.14,3.5,0.18,4,0.25,3.2,0.19,0.063,1.2,0.166,1.7,0.057,0.8,2.9,1,-0.287,0.34
676,0.8,0.5,15,25,6,1.5,0.28,1.8,0.27,3.1,0.13,4.5,0.1,4.1,0.11,4.8,0.11,0.19,1.5,0.13,0.8,0.034,2,0.5,2.9,-0.156,0.243
989,0.7,0.4,13,25,8,1.7,0.28,2,0.28,3.8,0.24,4.6,0.25,4.3,0.18,2.8,0.14,0.165,1.5,0.064,0.7,0.093,1.2,0.6,1.3,-0.039,0.377
546,0.9,0.3,17,12,2,2.5,0.18,1.2,0.12,1.8,0.22,1.1,0.25,3,0.14,2.1,0.3,0.125,0.8,0.191,1.9,0.017,1.3,2.6,0.5,-0.329,0.407
444,0.7,0.3,21,19,1,1.8,0.21,2.4,0.19,2,0.21,1.7,0.24,3.4,0.24,4.8,0.22,0.155,1,0.004,0.8,0.002,1.5,2.2,2.9,-0.128,0.394
427,0.5,0.2,26,19,3,3.5,0.3,4.4,0.22,2.5,0.11,4.6,0.26,2.4,0.29,3.1,0.28,0.057,0.9,0.197,1.7,0,0.9,2.7,2,-0.048,0.178
201,0.7,0.3,29,15,3,3.1,0.15,4.9,0.23,2.7,0.13,2,0.15,4.3,0.13,5,0.2,0.191,1.9,0.109,1.3,0.036,1.2,2.6,1.6,-0.286,0.398
583,0.7,0.3,19,28,3,2.7,0.14,3.3,0.26,1.5,0.12,4.3,0.2,2.7,0.3,2.8,0.13,0.067,0.5,0.04,1,0.097,1.8,2.6,1,-0.072,0.297
774,0.6,0.5,28,17,10,3.6,0.25,3.8,0.2,3.8,0.25,2.5,0.2,1.7,0.11,1.8,0.22,0.035,1.6,0.12,1.9,0.078,0.5,0.2,1.2,-0.209,0.391
484,0.5,0.3,10,30,8,1.9,0.18,3.8,0.23,4,0.16,2,0.18,3.6,0.27,2.2,0.17,0.17,0.6,0.08,1.8,0.068,1.3,1,0.8,-0.078,0.217
436,0.8,0.2,21,11,3,1.8,0.23,4,0.29,2.8,0.18,2.6,0.15,1.3,0.16,2.5,0.27,0.033,0.9,0.11,0.6,0.033,1.7,2.8,1.7,-0.166,0.329
526,0.6,0.3,16,23,4,1.3,0.14,3.9,0.11,1.4,0.19,1.7,0.23,4.7,0.16,2.7,0.2,0.114,0.5,0.022,1.1,0.05,1.7,0.8,2.2,-0.273,0.553
303,0.7,0.3,17,27,6,2.7,0.29,2.9,0.17,2.3,0.15,1.5,0.15,2.2,0.25,3,0.11,0.099,1.3,0.001,1.5,0.05,1,0.9,0.4,-0.176,0.361
482,0.7,0.4,27,30,4,3.2,0.24,4.7,0.19,3.7,0.21,3.1,0.26,2.2,0.23,3.8,0.22,0.014,0.8,0.165,0.9,0.004,0.6,0.2,1.1,-0.255,0.262
923,0.6,0.4,10,17,2,4.3,0.19,1.7,0.16,3.6,0.12,1.7,0.24,2.9,0.18,1.5,0.21,0.072,0.7,0.117,1,0.097,1.7,3,1.2,-0.065,0.399
319,0.6,0.2,19,11,10,2.2,0.17,2.8,0.23,3.5,0.13,1.2,0.19,4.1,0.28,4.9,0.12,0.14,1,0.042,1,0.026,1.8,1.9,1.4,-0.196,0.288
630,0.6,0.3,21,29,4,2.3,0.12,3.3,0.14,1.6,0.13,1.1,0.22,1.9,0.19,3.3,0.26,0.103,0.8,0.052,2,0.012,1.4,2,1.8,-0.228,0.426
341,0.7,0.5,15,26,8,2.3,0.27,4.3,0.18,1.3,0.14,2.1,0.27,1.1,0.26,1.2,0.16,0.077,1.3,0.1,2,0.077,0.7,0.4,1.9,-0.312,0.425
383,0.7,0.4,11,17,1,4.2,0.29,1.1,0.26,3,0.15,2.9,0.11,3.4,0.1,1.3,0.19,0.076,0.7,0.045,1.7,0.048,1,1.3,0.8,-0.079,0.263
392,0.8,0.2,12,20,6,3.3,0.16,3.2,0.25,2.6,0.13,4.6,0.1,2.4,0.25,3.1,0.27,0.054,0.7,0.182,1.6,0.043,1,1.1,2.7,-0.229,0.348
205,0.7,0.5,28,23,8,2.4,0.21,2.3,0.26,3.2,0.29,4.8,0.17,3.7,0.18,4.2,0.13,0.09,1.8,0.095,1.5,0.051,0.6,1.1,2.4,-0.142,0.244
306,0.7,0.4,15,24,10,4.6,0.3,3.7,0.19,3.2,0.21,2.3,0.15,1,0.21,3.1,0.18,0.071,1.3,0.156,1.3,0.042,1.8,2.6,2,-0.322,0.485
752,0.8,0.5,25,10,1,2.7,0.14,4.9,0.22,4.2,0.18,3.9,0.29,3.4,0.11,4.4,0.12,0.089,1.4,0.196,0.9,0.029,0.7,2.5,1.4,0.01,0.117
137,0.6,0.2,16,24,7,3.9,0.13,2.9,0.29,3.2,0.28,3.9,0.3,4.7,0.17,2.3,0.26,0.009,1.1,0.008,0.8,0.09,0.7,2.1,2.6,-0.146,0.199
908,0.6,0.5,17,12,8,1.6,0.11,4.6,0.29,3,0.1,2.2,0.16,4.8,0.28,3.5,0.14,0.196,1.5,0.101,1,0.013,0.6,2.1,1,-0.243,0.401
925,0.7,0.4,13,20,8,1.1,0.15,4,0.24,1.3,0.2,2.2,0.15,4.3,0.12,4.6,0.13,0.104,0.5,0.158,0.7,0.014,1.3,0.5,2.6,-0.146,0.403
627,0.6,0.4,22,12,1,1.3,0.22,2,0.12,1.7,0.15,2.3,0.16,1.9,0.3,1.8,0.21,0.137,0.6,0.034,1,0.014,2,2.4,2.1,-0.135,0.381
526,0.6,0.3,12,14,4,4.6,0.13,3.7,0.16,3.3,0.19,4.3,0.27,2.9,0.22,1,0.27,0.001,1,0.08,1.7,0.056,1.3,0.7,0.9,-0.173,0.382
562,0.7,0.5,16,26,8,2.8,0.27,4.9,0.25,1.5,0.21,4.4,0.11,2.3,0.21,2.1,0.19,0.058,1.5,0.037,0.9,0.032,1.3,1.9,0.2,-0.092,0.312
395,0.7,0.3,10,21,2,2.7,0.13,2.9,0.17,2,0.25,2.8,0.3,1.6,0.17,4.2,0.17,0.101,1.8,0.052,1.1,0.085,1.5,0.6,2.8,-0.205,0.346
370,0.9,0.3,23,23,6,1.6,0.1,2.2,0.22,4,0.11,1,0.22,1.6,0.2,3.9,0.19,0.098,0.8,0.158,1.8,0.002,0.8,2.9,1.6,-0.322,0.4
445,0.7,0.3,11,23,8,1,0.2,3.5,0.15,4.8,0.19,4.8,0.2,3.4,0.22,1.6,0.3,0.05,1.4,0.111,1.7,0.002,1.3,0.4,2.3,-0.146,0.255
446,0.8,0.4,26,14,8,4,0.27,4.1,0.2,3.3,0.11,2.1,0.24,1.1,0.18,3.4,0.19,0.121,1.2,0.027,1.7,0.012,1.6,1.1,2,-0.216,0.366
354,0.6,0.4,13,25,7,2.8,0.26,3.7,0.11,3,0.17,3,0.24,3.5,0.29,2.6,0.26,0.082,1.5,0.167,0.8,0.05,1,2.1,0.6,-0.086,0.304
191,0.8,0.3,12,20,1,2.1,0.12,4.5,0.26,3.7,0.18,2.9,0.12,2.3,0.28,2.8,0.19,0.085,1.8,0.151,1.5,0.004,1.4,1.5,0.9,-0.066,0.202
755,0.5,0.4,11,21,4,1.6,0.11,2.5,0.18,4.4,0.24,1.6,0.27,5,0.22,3.8,0.21,0.112,1.7,0.072,1.7,0.043,0.7,0.4,1.8,-0.073,0.399
893,0.6,0.3,24,10,2,3.3,0.18,1.9,0.27,3.7,0.2,2.1,0.27,5,0.19,3.2,0.21,0.071,1.1,0.17,1.9,0.085,0.7,2,1,-0.202,0.309
376,0.7,0.5,25,26,6,1.1,0.3,4.1,0.25,5,0.2,3.7,0.21,4.6,0.12,1.6,0.29,0.026,1.3,0.148,1.3,0.018,1,1,1.9,-0.26,0.507
526,0.6,0.4,29,15,2,3.3,0.23,4.1,0.18,3.2,0.26,4.6,0.18,3.4,0.18,2.6,0.27,0.113,1.6,0.081,1.7,0.092,1.4,2,2.2,-0.245,0.53
673,0.6,0.3,21,26,1,4.1,0.2,2.2,0.28,2.3,0.13,3.7,0.17,4.6,0.13,2.9,0.17,0.183,1.7,0.191,1.8,0.035,1.3,0.3,1.5,-0.07,0.088
426,0.6,0.5,22,30,9,3.6,0.29,4.6,0.11,2.7,0.12,2,0.21,4.8,0.12,2.6,0.26,0.04,1,0.057,1.6,0.076,1.7,0.3,2.4,-0.35,0.456
806,0.8,0.4,10,18,5,2.5,0.18,2.3,0.2,2.7,0.27,2.9,0.13,1.7,0.15,2.6,0.15,0.151,1,0.03,1,0.068,1.8,0.8,0.4,-0.231,0.3
752,0.7,0.4,17,12,4,2,0.28,4.1,0.3,2.7,0.14,2.5,0.29,1.6,0.11,1.4,0.26,0.179,1.9,0.133,0.9,0.078,1.5,2.5,1.3,-0.251,0.401
450,0.5,0.5,19,10,9,4.3,0.18,3.2,0.23,3.2,0.16,1.3,0.29,3.3,0.18,2,0.1,0.007,0.6,0.047,0.9,0.006,1.9,1.1,2.4,-0.257,0.441
578,0.8,0.4,14,21,10,1.8,0.1,1.1,0.15,1.7,0.15,4,0.14,1.2,0.14,2.1,0.2,0.175,0.6,0.195,1.6,0.031,1.2,2.9,0.9,-0.218,0.438
785,0.7,0.2,25,10,1,3.8,0.2,1.6,0.11,3.9,0.18,2.7,0.24,2.9,0.1,2.6,0.24,0.046,1.3,0.043,1.6,0.078,1.7,2.5,1.9,-0.241,0.393
334,0.6,0.3,28,23,10,2.9,0.27,2.8,0.2,3.3,0.17,3.3,0.12,1.5,0.28,1.2,0.24,0.155,1,0.174,0.8,0.038,0.6,1.1,0.8,-0.271,0.496
283,0.6,0.2,13,17,2,3.3,0.13,4.4,0.28,4.3,0.15,4.2,0.22,4.2,0.26,4,0.26,0.133,1.8,0.13,1.7,0.07,1,2.8,0.5,-0.229,0.383
465,0.9,0.3,16,14,3,4.1,0.11,4.4,0.22,2.2,0.15,3.2,0.22,4.2,0.25,1.1,0.22,0.106,1,0.139,1,0.027,0.6,0.8,1.7,-0.106,0.266
302,0.6,0.5,28,16,7,4.5,0.15,3.1,0.22,3.3,0.29,1.3,0.16,4.3,0.29,2.6,0.25,0.11,1.7,0.081,0.9,0.089,0.8,1.1,2,-0.142,0.233
899,0.6,0.4,22,22,2,2.5,0.16,2.4,0.12,3.5,0.23,2,0.2,4.4,0.22,1.2,0.29,0.182,0.8,0.199,1.8,0.035,1.1,0.6,0.4,-0.283,0.401
937,0.6,0.3,10,17,7,2.6,0.2,1.9,0.13,3.4,0.15,4.1,0.12,2.8,0.12,3.2,0.29,0.04,0.8,0.037,1.6,0.045,0.7,2.5,1.2,0.002,0.302
998,0.7,0.4,13,24,3,3.3,0.14,3,0.28,4.1,0.26,1,0.21,4.2,0.17,1.7,0.14,0.043,0.9,0.157,0.6,0.045,0.5,3,1.8,-0.138,0.225
131,0.9,0.3,11,30,6,1.8,0.3,3.2,0.24,4.9,0.25,4.2,0.26,4.2,0.14,4.7,0.23,0.048,1.6,0.117,0.7,0.082,1.7,1.2,1.5,-0.264,0.417
171,0.8,0.5,16,16,1,1.1,0.15,4,0.19,4,0.12,4.1,0.18,3,0.29,1.5,0.11,0.155,1.2,0.116,1.6,0.036,1.3,1.5,2.9,0.033,0.199
609,0.6,0.3,13,12,10,3.5,0.13,2.9,0.25,1.7,0.19,3.4,0.22,2.2,0.22,1.2,0.18,0.029,1.4,0.025,0.5,0.065,0.5,1,1.2,-0.014,0.249
817,0.7,0.4,21,22,1,1.8,0.27,2.3,0.16,1.3,0.21,3.8,0.21,2.8,0.15,2.1,0.2,0.087,1.2,0.162,1.8,0.093,2,1.1,0.6,-0.155,0.338
127,0.6,0.4,29,26,9,4.3,0.17,4,0.13,3.2,0.28,3.4,0.25,2.7,0.11,2.6,0.26,0.166,1.7,0.036,0.8,0.062,0.9,2.9,0.2,-0.202,0.374
761,0.5,0.4,12,16,10,1.2,0.23,4.1,0.23,3.3,0.22,3,0.29,2.8,0.15,3.5,0.29,0.171,0.9,0.163,1.5,0.081,1.3,0.4,0.4,-0.114,0.26
231,0.6,0.2,29,26,4,4.4,0.11,4.9,0.17,4.8,0.22,3.1,0.21,4.9,0.29,3.4,0.13,0.09,0.7,0.179,1,0.07,1.4,1.5,1.8,-0.056,0.333
904,0.8,0.4,17,21,7,1.8,0.28,3.4,0.29,4.1,0.26,4.6,0.27,3.7,0.19,3.7,0.15,0.077,2,0.036,1,0.082,1.3,1.4,2.1,-0.08,0.152
714,0.9,0.2,24,29,8,4.1,0.14,4.3,0.28,2.3,0.17,3.5,0.22,3.5,0.25,1.1,0.18,0.115,0.5,0.032,0.9,0.089,1.3,1.7,2.8,-0.275,0.444
718,0.6,0.5,20,24,9,3.7,0.13,3.4,0.11,3.4,0.16,2.8,0.17,3.8,0.17,4.1,0.11,0.114,1.1,0.103,1,0.004,1.9,1.6,2.8,-0.093,0.424
580,0.6,0.4,17,28,10,1.6,0.3,2.1,0.25,4.3,0.15,1.7,0.18,3.7,0.28,1.8,0.13,0.188,1,0.176,1.7,0.07,0.9,2.4,0.5,-0.319,0.554
853,0.5,0.4,11,10,3,1.6,0.12,2.3,0.11,1.7,0.2,4.6,0.17,2.4,0.26,4.2,0.23,0.159,1.8,0.167,1.9,0.012,1.2,1.5,2.1,-0.368,0.468
990,0.7,0.2,17,26,8,4,0.11,4.9,0.22,4.5,0.28,4.1,0.28,2.4,0.22,2.2,0.25,0.114,1.9,0.126,1.8,0.041,0.8,1.3,1.1,-0.127,0.34
684,0.6,0.2,30,23,6,2.2,0.18,4.2,0.21,4.9,0.11,4.3,0.11,3.2,0.28,2.8,0.17,0.131,1.2,0.042,1.4,0.028,0.7,0.8,0.9,-0.072,0.438
710,0.5,0.5,13,16,2,1.3,0.1,1.2,0.12,2.6,0.25,1.3,0.21,2.8,0.14,1.4,0.27,0.154,1.5,0.108,1.2,0.055,0.7,2.5,2.6,-0.335,0.442
557,0.7,0.3,22,25,2,1.7,0.25,1.7,0.13,3.5,0.29,4.3,0.27,2.4,0.13,1.2,0.22,0.044,1.8,0.057,1.2,0.023,0.6,1.5,0.4,-0.149,0.415
416,0.6,0.2,16,27,9,3.9,0.1,4.2,0.27,1.2,0.28,2.5,0.24,2.6,0.26,1.8,0.19,0.087,1.7,0.183,1.7,0.029,1.2,1.2,1.2,-0.15,0.339
330,0.9,0.4,17,23,9,1.2,0.23,2.6,0.14,2.9,0.28,2.5,0.16,4.3,0.25,3.1,0.11,0.078,1,0.118,0.8,0.054,1.5,1.7,2.4,-0.117,0.352
415,0.7,0.3,13,22,7,1.6,0.14,4.4,0.14,4.9,0.26,1.9,0.24,1.3,0.18,4.6,0.27,0.117,1,0.177,1.1,0.044,1.6,2.5,0.5,-0.117,0.302
722,0.6,0.5,19,26,5,3.5,0.26,2.1,0.29,2.8,0.24,2.8,0.15,2.7,0.17,4.7,0.22,0.002,1.6,0.067,1.8,0.092,0.8,0.2,1,-0.005,0.105
544,0.8,0.3,17,18,10,3.2,0.24,4.2,0.12,4.4,0.13,2.3,0.24,3.3,0.11,1.3,0.23,0.182,0.6,0.045,1.3,0.098,1.8,0.9,2,-0.111,0.141
257,0.7,0.5,21,11,3,3.6,0.23,4.7,0.11,3.2,0.17,2.9,0.29,4,0.27,4.6,0.29,0.189,0.8,0.16,0.6,0.048,0.7,2.6,2.4,0.041,-0.046
318,0.5,0.3,14,18,8,3.2,0.22,2.1,0.27,2.7,0.26,3.3,0.16,3.9,0.21,1.8,0.21,0.093,0.9,0.2,1.7,0.069,1.1,0.2,0.3,-0.092,0.144
765,0.7,0.3,23,18,2,1.9,0.16,4.5,0.28,4.6,0.11,3.4,0.26,1.5,0.26,3.1,0.24,0.135,1.7,0.132,1.1,0.089,1.1,2.4,0.4,-0.311,0.253
862,0.7,0.3,12,16,4,1.5,0.16,2.4,0.18,3,0.25,4,0.2,2.5,0.14,4.1,0.27,0.141,0.9,0.148,0.8,0.048,1.6,1.3,2.4,-0.236,0.439
526,0.8,0.5,24,21,10,2.1,0.24,4.9,0.27,3.2,0.24,1.4,0.21,1.1,0.2,3.3,0.12,0.161,0.6,0.181,1.9,0.021,0.9,1.9,2.5,-0.11,0.43
407,0.5,0.3,10,22,7,4.1,0.2,2.2,0.26,3.3,0.22,4.2,0.17,2.2,0.26,3.8,0.13,0.023,1,0.147,1,0.06,1.3,0.2,2.9,-0.212,0.313
273,0.6,0.3,10,25,9,1.1,0.29,4.6,0.16,4.6,0.26,3.6,0.22,1.2,0.13,2.7,0.3,0.162,1.1,0.182,2,0.002,0.7,1,1.8,-0.178,0.401
295,0.9,0.3,10,20,2,4.2,0.14,2.7,0.22,2.6,0.17,2.7,0.27,1.4,0.27,4.9,0.28,0.058,1.7,0.034,0.6,0.088,1.4,2.8,0.4,-0.001,0.144
438,0.9,0.3,29,29,1,3.9,0.2,3.4,0.24,4.4,0.13,4.3,0.15,3.1,0.24,2.8,0.25,0.01,1.9,0.111,1.2,0.005,0.7,1.9,0.2,-0.101,0.223
583,0.5,0.4,30,11,6,4.3,0.18,4.8,0.18,2,0.23,3.2,0.23,1.2,0.11,1.9,0.27,0.109,1,0.185,1.5,0.042,1.8,0.1,0.3,-0.285,0.407
963,0.6,0.3,24,11,2,4.9,0.17,1.7,0.21,3,0.14,4.8,0.22,1.9,0.22,2.2,0.12,0.16,1.5,0.183,1.7,0.067,1.5,0.4,0.8,-0.171,0.137
344,0.7,0.3,10,28,8,1.8,0.2,4.2,0.27,1.2,0.18,2.4,0.22,4,0.3,4.1,0.26,0.183,0.9,0.191,1.9,0.002,0.6,0.2,0.4,-0.123,0.368
179,0.8,0.2,16,17,6,3.3,0.17,1.9,0.2,4.1,0.1,1.4,0.14,1.2,0.18,1.5,0.1,0.08,1.6,0.066,0.7,0.034,0.9,2.1,3,-0.173,0.257
833,0.7,0.3,15,10,4,4.1,0.21,3.6,0.24,3.6,0.21,1.8,0.28,3.5,0.23,3.2,0.26,0.019,1.9,0.114,0.5,0.025,0.8,0.3,0.2,-0.166,0.391
990,0.9,0.4,12,17,5,1.8,0.15,3.4,0.2,4.2,0.13,2.4,0.24,1.9,0.2,2.7,0.18,0.118,1.9,0.161,1.3,0.091,1.4,2.8,2.3,-0.171,0.377
553,0.8,0.4,21,24,6,3.6,0.18,3.1,0.23,4.6,0.16,3.6,0.28,2.3,0.17,4.3,0.23,0.112,1.3,0.129,1.9,0.056,1.5,1.9,0.8,-0.273,0.411
279,0.7,0.2,18,22,5,4.1,0.19,3.8,0.17,2.1,0.11,3.3,0.29,3.6,0.13,4.4,0.11,0.179,2,0.029,0.9,0.063,0.6,2.4,0.7,-0.147,0.303
353,0.9,0.2,17,27,2,4.7,0.17,4.5,0.19,2.8,0.19,1.4,0.28,1.1,0.15,1.9,0.29,0.024,0.5,0.12,1,0.042,1.9,2.7,2.7,-0.286,0.41
388,0.5,0.4,23,19,3,1.8,0.16,4.1,0.18,3.2,0.2,1.1,0.15,3.5,0.18,3.2,0.22,0.106,0.7,0.032,1.2,0.068,0.8,1.4,2.9,-0.325,0.448
762,0.6,0.5,27,14,7,2.6,0.14,3,0.1,4.2,0.18,3.5,0.29,4.6,0.29,2,0.14,0.121,1.5,0.192,1.5,0.054,0.9,2.5,0.5,-0.003,0.054
966,0.5,0.2,26,24,3,2.5,0.24,2.8,0.22,2.3,0.11,3.8,0.13,4.9,0.16,4.2,0.28,0.156,1,0.137,2,0.015,1,0.7,2.2,-0.071,0.304
889,0.7,0.3,26,28,5,2.1,0.24,1.6,0.16,2.3,0.28,3.9,0.28,3.1,0.22,4.3,0.14,0.187,0.8,0.112,1.6,0.038,1.1,2.2,0.5,-0.277,0.391
103,0.9,0.4,17,18,3,4.7,0.2,2.1,0.13,1.8,0.28,4.7,0.25,2,0.11,2.7,0.22,0.105,1.2,0.071,1.8,0.064,0.8,2.4,0.6,-0.287,0.517
540,0.7,0.3,27,27,7,3.2,0.27,4.3,0.29,4.6,0.21,3.6,0.19,4.2,0.14,1.6,0.17,0.08,1.1,0.133,0.9,0.072,0.5,0.4,1.1,-0.015,0.328
632,0.9,0.4,23,30,5,4.9,0.11,2.4,0.12,3.4,0.25,3.9,0.12,2.8,0.12,4.4,0.19,0.066,1.6,0.121,1.5,0.025,1.9,2.8,1.2,-0.15,0.302
317,0.6,0.5,25,12,2,4,0.22,2,0.13,1.3,0.26,4.8,0.13,1.8,0.16,2.1,0.2,0.046,1.1,0.135,0.8,0.073,1.7,1.4,2,-0.024,0.335
568,0.7,0.3,16,17,4,2.9,0.14,2.2,0.29,3.9,0.19,1.8,0.28,2.4,0.18,1.9,0.16,0.175,1.1,0.136,1,0.034,1.3,1.9,0.6,-0.236,0.404
382,0.5,0.5,25,30,7,4.7,0.19,1.1,0.22,1.6,0.14,3.1,0.24,4.1,0.14,2.4,0.25,0.143,1.2,0.027,1.1,0.046,1.4,1.7,2,-0.09,0.236
209,0.8,0.5,21,22,10,4.8,0.22,2.5,0.17,1.9,0.16,4.3,0.12,4.7,0.29,4.5,0.22,0.026,0.7,0.141,1.5,0.093,0.8,1.7,3,-0.058,0.151
160,0.7,0.3,29,13,5,4.8,0.19,1.2,0.18,2.4,0.18,3,0.28,2.7,0.21,2.9,0.23,0.002,1,0.134,0.9,0.084,1.3,2.1,2.8,-0.173,0.317
185,0.9,0.4,22,26,6,2,0.23,1.4,0.18,1.9,0.12,3.5,0.21,1.2,0.27,1,0.14,0.16,0.5,0.043,1.7,0.063,1.6,0.4,1.7,-0.126,0.367
730,0.5,0.2,14,25,6,3.1,0.17,2.3,0.11,4.4,0.1,1.5,0.25,1.8,0.24,3.7,0.13,0.195,1.5,0.117,0.9,0.021,1.6,1.6,2.9,0.083,0.169
458,0.9,0.2,28,14,4,3.3,0.2,4.5,0.14,2.9,0.24,4.6,0.24,4,0.26,3.9,0.19,0.038,1.9,0.114,2,0.08,1,2.4,2.8,-0.213,0.415
700,0.7,0.4,22,11,3,3.3,0.18,2.9,0.14,2.1,0.27,1.5,0.27,3.6,0.2,2,0.1,0.1,0.5,0,1.2,0.049,1.6,1.4,0.4,-0.193,0.405
173,0.8,0.3,11,28,2,1.1,0.13,1.5,0.2,3.6,0.29,1.4,0.28,1.3,0.12,3.7,0.13,0.029,1.5,0.175,1.7,0.057,2,0.8,1.1,-0.069,0.364
212,0.7,0.3,19,16,10,3.9,0.25,3.3,0.25,3.9,0.12,3.7,0.18,1.7,0.1,3.7,0.13,0.068,0.6,0.142,1.1,0.064,1.8,0.5,1.1,-0.33,0.427
299,0.5,0.3,27,27,4,2,0.16,3.1,0.27,4.2,0.25,2.6,0.13,4.5,0.2,3.7,0.16,0.121,2,0.046,0.6,0.083,1.8,1.6,0.2,-0.131,0.2
849,0.7,0.4,27,10,6,1.5,0.14,1.4,0.25,2.3,0.2,5,0.24,1.9,0.18,2.1,0.16,0.196,0.6,0.166,0.9,0.067,0.6,0.7,1.9,-0.203,0.373
761,0.5,0.2,15,26,7,4.6,0.12,4.3,0.28,4.5,0.15,3.7,0.26,1.4,0.12,3.5,0.19,0.135,1,0.037,1.5,0.078,0.6,2.6,0.8,-0.165,0.244
132,0.7,0.3,30,24,8,3.1,0.29,2.1,0.28,2.3,0.18,3.5,0.29,3.6,0.29,4.4,0.26,0.061,1.8,0.081,1.6,0.041,1.4,0.2,2,-0.156,0.353
412,0.7,0.4,14,29,9,3,0.21,2.8,0.27,2,0.17,2.6,0.25,2,0.26,3.3,0.3,0.182,0.6,0.135,1.9,0.045,1.3,1,1.7,-0.219,0.48
104,0.7,0.2,30,24,4,1.1,0.14,5,0.18,2.5,0.12,1,0.21,1.8,0.25,2.9,0.11,0.075,1.5,0.021,1.2,0.013,0.6,0.4,1.1,-0.273,0.511
970,0.6,0.4,18,27,6,4.3,0.19,4.2,0.23,2.6,0.14,4.3,0.28,1.2,0.11,4.8,0.21,0.08,1.2,0.115,0.6,0.002,0.8,2.8,2.4,-0.266,0.436
780,0.8,0.4,10,25,8,3.2,0.18,3,0.18,3.5,0.22,2,0.17,2.7,0.13,2.4,0.14,0.178,0.8,0.103,1.8,0.016,1.9,2.8,2.5,-0.214,0.38
193,0.8,0.2,12,22,1,3.5,0.26,1.6,0.13,1.1,0.21,1.6,0.2,4.9,0.13,3.6,0.15,0.023,1.2,0.19,1.6,0.062,1.5,1.9,1.6,-0.386,0.577
695,0.7,0.3,27,20,3,2,0.21,4.8,0.14,1.2,0.18,4.9,0.19,1.8,0.24,5,0.15,0.029,0.9,0.062,0.5,0.092,1.9,1.4,2.4,-0.339,0.387
976,0.7,0.4,16,13,4,4.2,0.25,3.7,0.26,1.3,0.29,3.2,0.22,2.3,0.25,2.1,0.26,0.13,0.8,0,1.1,0.011,2,0.3,0.4,-0.003,0.167
495,0.7,0.4,11,10,6,3,0.25,2.5,0.15,3.1,0.12,4.9,0.1,5,0.3,4.6,0.15,0.14,1.5,0.038,1.1,0.066,0.9,2.9,0.1,-0.321,0.411
636,0.7,0.3,30,19,10,1.2,0.2,2.7,0.24,2.8,0.21,3.6,0.27,3.9,0.15,1.6,0.19,0.11,0.9,0.011,1.6,0.095,0.5,0.8,1.6,-0.008,0.447
306,0.6,0.3,22,30,4,1.3,0.24,4.7,0.29,4.5,0.2,4.9,0.11,1.5,0.12,4.2,0.29,0.163,1,0.098,1.9,0.024,1.7,2,0.9,-0.055,0.368
169,0.5,0.5,22,13,2,2.4,0.21,1.8,0.2,4,0.24,3.1,0.16,2.4,0.15,4.2,0.28,0.104,1.4,0.041,0.9,0.034,1.6,2.7,0.2,-0.117,0.309
110,0.6,0.4,11,10,9,1.3,0.11,1.6,0.26,4.9,0.14,4.9,0.22,1.5,0.18,2.6,0.11,0.057,1.9,0.044,0.9,0.073,0.8,1.4,2.3,0.155,0.045
